lon,lat,shortdescription,equipmentno
-74.00657099970202,40.7094159992586,"('2/3 platform to mezzanine ', 'Brooklyn-bound J/Z to A/C platform', 'Brooklyn-bound J/Z to A/C platform', 'Street to 2/3 mezzanine', 'Street to Broad St-bound J/Z', 'Broad St-bound J/Z to A/C platform', 'Mezzanine to uptown 4/5 & Brooklyn-bound J/Z', 'Street to downtown 4/5 & mezzanines', 'Street to uptown 4/5 & mezzanine', 'Mezzanine to downtown 4/5', 'Street to uptown 4/5')","('EL732', 'EL721', 'EL720', 'EL723', 'EL722', 'EL719', 'EL716', 'EL728X', 'EL717X', 'EL729X', 'EL718X')"
-74.00762309323994,40.7101621653018,"('2/3 platform to mezzanine ', 'Brooklyn-bound J/Z to A/C platform', 'Brooklyn-bound J/Z to A/C platform', 'Street to 2/3 mezzanine', 'Street to Broad St-bound J/Z', 'Broad St-bound J/Z to A/C platform', 'Mezzanine to uptown 4/5 & Brooklyn-bound J/Z', 'Street to downtown 4/5 & mezzanines', 'Street to uptown 4/5 & mezzanine', 'Mezzanine to downtown 4/5', 'Street to uptown 4/5')","('EL732', 'EL721', 'EL720', 'EL723', 'EL722', 'EL719', 'EL716', 'EL728X', 'EL717X', 'EL729X', 'EL718X')"
-74.00793800110387,40.7100226665842,"('2/3 platform to mezzanine ', 'Brooklyn-bound J/Z to A/C platform', 'Brooklyn-bound J/Z to A/C platform', 'Street to 2/3 mezzanine', 'Street to Broad St-bound J/Z', 'Broad St-bound J/Z to A/C platform', 'Mezzanine to uptown 4/5 & Brooklyn-bound J/Z', 'Street to downtown 4/5 & mezzanines', 'Street to uptown 4/5 & mezzanine', 'Mezzanine to downtown 4/5', 'Street to uptown 4/5')","('EL732', 'EL721', 'EL720', 'EL723', 'EL722', 'EL719', 'EL716', 'EL728X', 'EL717X', 'EL729X', 'EL718X')"
-74.00858473570133,40.71411100077402,"('Street to mezzanine', 'Mezzanine to downtown platform', 'Mezzanine to uptown platform', 'Mezzanine to Broad St-bound J/Z', 'Mezzanine to Brooklyn-bound J/Z')","('EL336', 'EL338', 'EL337', 'EL743', 'EL742')"
-74.00926600170112,40.7154780001132,"('Street to mezzanine', 'Mezzanine to downtown platform', 'Mezzanine to uptown platform', 'Mezzanine to Broad St-bound J/Z', 'Mezzanine to Brooklyn-bound J/Z')","('EL336', 'EL338', 'EL337', 'EL743', 'EL742')"
-74.00950899856461,40.71036799882213,"('2/3 platform to mezzanine ', 'Brooklyn-bound J/Z to A/C platform', 'Brooklyn-bound J/Z to A/C platform', 'Street to 2/3 mezzanine', 'Street to Broad St-bound J/Z', 'Broad St-bound J/Z to A/C platform', 'Mezzanine to uptown 4/5 & Brooklyn-bound J/Z', 'Street to downtown 4/5 & mezzanines', 'Street to uptown 4/5 & mezzanine', 'Mezzanine to downtown 4/5', 'Street to uptown 4/5')","('EL732', 'EL721', 'EL720', 'EL723', 'EL722', 'EL719', 'EL716', 'EL728X', 'EL717X', 'EL729X', 'EL718X')"
-74.00974461517701,40.7125639268081,"('Street to E train', 'Street to E train, balcony & Oculus')","('EL326', 'EL23X')"
-74.01113196473266,40.710512984152,"('Street to downtown 1', 'Mezzanine to downtown 1', 'Mezzanine to uptown 1', 'Fulton Center to downtown R/W', 'Fulton Center to uptown R/W', 'Street to downtown R/W', 'Downtown R/W to Fulton Center & Oculus', 'Downtown R/W to Fulton Center & Oculus', 'Street to uptown 1', 'Oculus to PATH & 1', 'Balcony to Oculus & PATH', 'Balcony to west concourse', 'Street to downtown R/W & Concourse')","('EL736', 'EL713', 'EL712', 'EL726X', 'EL727X', 'EL18X', 'EL17X', 'EL16X', 'EL14X', 'EL13X', 'EL12X', 'EL11X', 'EL22X')"
-74.01151599772157,40.63497099964716,"('Mezzanine to L platform', 'Street to Manhattan-bound platform', 'street to Coney Island-bound platform')","('EL224', 'EL753', 'EL752')"
-74.01218800112292,40.71183500082,"('Street to downtown 1', 'Mezzanine to downtown 1', 'Mezzanine to uptown 1', 'Fulton Center to downtown R/W', 'Fulton Center to uptown R/W', 'Street to downtown R/W', 'Downtown R/W to Fulton Center & Oculus', 'Downtown R/W to Fulton Center & Oculus', 'Street to uptown 1', 'Oculus to PATH & 1', 'Balcony to Oculus & PATH', 'Balcony to west concourse', 'Street to downtown R/W & Concourse')","('EL736', 'EL713', 'EL712', 'EL726X', 'EL727X', 'EL18X', 'EL17X', 'EL16X', 'EL14X', 'EL13X', 'EL12X', 'EL11X', 'EL22X')"
-74.01316895919258,40.70173050757447,"('Mezzanine to platform', 'Street to mezzanine for uptown service')","('EL731', 'EL730')"
-74.01400799803432,40.7049139992807,"('Street to uptown platform & mezzanine', 'Lower mezzanine to Brooklyn-bound platform')","('EL710', 'EL711')"
-74.01788099953987,40.641361666283,"('Mezzanine to Brooklyn-bound platform', 'Mezzanine to Manhattan-bound platform', 'Street to mezzanine')","('EL389', 'EL388', 'EL387')"
-74.0283979999864,40.6226866671502,"('Mezzanine to platform', 'Street to mezzanine', 'Street to uptown 6', 'Street to mezzanine', 'Mezzanine to platform')","('EL746', 'EL745', 'EL273', 'EL250', 'EL249')"
